feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,survival
2.612862659445773,1.7009698648548803,-0.2811386387621767,0.6740231356547888,0.835095017235905,-0.36542502860632076,-0.8218491038006313,0.17255395009384666,0.04219944679469759,-0.31462123797950525,0.12701558125601892,-0.5592631703350666,-0.8062737977012465,0.8778747169707442,-0.8205128878389141,2.55875618295887,-2.319372186616595,-0.9726334854630938,-0.1926687736403513,0.28195834109716594,-0.01252306693225802,0.17103579273517924,1.179143143354136,-1.07975928045998,1.0849633889920267,-1.0604507594893346,2.034666712970318,-0.8979941145303727,0.36760078236325333,0.5318409878114149,-1.4176555306550327,-0.7693943057591377,-2.5759763418354593,0.4513448153955955,0.04146918863264584,0.5557846309308361,-0.7024161326993029,-1.7864196564632746,-0.5584461053721537,-0.05343435697904031,-1.727915612970175,1.9898528950183971,-0.2289285994441781,3.7220636383404226,-0.5858520778969872,-1.7883038688116009,-0.44247380051968976,-0.03821970693143095,0.9540667780963452,-0.1952216872224261,1
0.34125808860127443,1.7098197879041015,0.8851158873007452,0.0064595374585375565,-0.44631282875437706,1.443609548540858,2.1833966524215365,-0.3115087607441817,-1.4617708393416078,-0.17465395777327952,1.7007264974807268,-0.27398949064740175,1.9612624846391344,-1.640825398409898,-0.9137942237458484,1.3955617059751664,-0.3202730655459006,-0.7923067043706855,1.1284778343362456,-0.06325282436260601,0.6935751735556838,-0.48124479054203706,-0.30215551262479334,0.6742953198039999,0.7355896076858381,-0.8749317196030814,0.822325967821175,-0.6819039973506147,0.7299521743411583,1.3780155018379237,0.8194438781246873,-0.25452743170671677,-1.8105276128932657,0.5047717042195975,1.6958018623198403,0.6455901855225763,-0.827790041437434,0.8568925569973467,-1.8934840873209149,0.6622131021162112,1.6862775804050891,2.3264242659317076,2.7990633947351005,-1.0851381960628865,-0.020736231076486145,-0.13224859192730307,0.9762325283692774,-1.4395404605263933,1.2464859747625305,-1.7349072097067078,0
-0.9275821281042803,-2.1916821754902958,0.20135342705325138,-0.9995739262424165,0.3689688217596635,-0.7095796506687037,-0.4329908174342157,1.505009685084744,-0.16748925936253856,-1.1724158223838,-3.2196081616938086,-0.11938346754678406,0.7688625525489373,-0.8657393833619244,1.651915196595962,0.667753612718598,-1.6703978793553247,0.37662186721294555,-1.364705456642765,2.3766626865083134,1.6199698265043507,2.6876098213377206,-1.9207453355759525,0.16899320072276697,-1.6611853598421682,-0.05433962797554692,2.005172453117603,0.8760915602036653,-0.22443347418083115,-0.26689256461655764,-0.1364902466526774,-1.0878082704637735,0.9908772468797986,-1.0781362573131834,-0.2644562422076714,-0.9305720642857588,1.0550348038480108,0.8235653208617336,-0.07459478818467663,-0.06042237326196964,0.2716014239919933,-1.296800922036672,-1.0768881609242842,-1.4674978350686878,0.547916590487599,1.438667803694469,-2.5905442875559412,0.4843274004410044,0.432756109881285,0.43186254617285796,1
-0.21929585591080225,1.9159819176250328,1.7507749085961102,-0.8105424444059864,0.13809432662335208,0.7817949218561393,-1.2933100878264794,0.2071282427628679,-1.9749469159645823,-0.6916784422632163,-1.640502034069482,0.7779176742690874,2.8899752437064263,-1.0746983540050843,-1.6685057340291958,-0.9185836047443046,-1.8994762460565966,0.41804016236693053,-0.8770411050846991,-1.4718998204397884,-0.1242205433128552,-0.34452417290515314,0.6714614358016433,-0.1446686604954413,-0.12295798300920635,-0.7939434790365005,-1.7896276015987893,-0.9813371279763131,2.1464063757517726,1.298942261002359,0.47146283867238103,-0.5225638613222432,-1.8604089281379013,0.4580745346183477,1.318394488502755,0.3955168241461698,0.4706627387500132,-0.054542104847777384,-0.3876743854720116,0.06528541176313374,0.9597921194499475,-0.44032855988569986,0.8668174412381677,-0.0008541332036089699,1.7739018341751311,-0.47906606862816337,0.5255306036395084,-0.4817505784133921,2.202114554716509,0.3225237263233577,0
2.0054729227268213,0.6858382253038738,1.667463189848637,0.9089363743753766,0.8111942184901688,1.3444324991116718,1.0433593296042583,1.1064366906481238,-3.197997753127524,-1.0342960357233957,-0.9614804583548069,1.5314940316373185,0.4037639403442466,0.45844487126431577,-0.4711319314813577,1.9225540293918228,0.021834737383119807,-0.5747266500242733,-0.3548917534283228,0.41199706395243263,-0.3155548566225559,0.6962228325888609,1.6324032593868714,1.289665435940588,-1.2014515957964718,0.29358481633844236,-0.7373275898315164,-2.862004810493255,-0.004280365192493973,1.2007653185918739,-1.0981316074753875,-0.3075453723997441,0.9765454179922044,0.7198629792516091,1.3965440729780751,-0.6165415530216146,-2.8370833591088296,-0.10786915922165546,-1.6828558379886986,1.0250118482690016,-2.454507799178669,0.6975439425569259,1.0394224154222749,1.700033008946216,0.7875357977357647,-1.6167825817554546,-0.20963049869534217,-1.6041649813373868,-0.8734232697243085,-0.29742397760438916,0
0.981036600037974,1.0096852305418793,2.2073149677988955,0.3014060645427654,1.094091828885124,-1.4113969717362713,-0.6032618471393243,-0.05643196329134684,-1.5602783251687589,-1.0970475522780654,-1.2518778007325315,-0.874004898567716,0.3736584306514498,0.2760069228724352,-0.43618704456310153,-0.3009902528675194,-1.2027700994102957,1.422488089415725,0.055386413744239194,0.29774929232297215,-0.2950632497126128,-1.8350005209633173,1.1484119209215093,0.41768722711508877,0.9181061482662716,-1.4457454729152506,-0.7678828082365085,-0.49077515665380894,1.165558674431368,-0.4553399116558465,0.8356553781932551,0.3565273731882299,0.7912974986323202,1.9412210098047806,0.965340019926868,2.390416276890656,-0.47199556139316773,-2.457833317975987,-0.15775679064799214,-0.4141126155126537,-0.4358373557290721,0.7113374847150451,0.11999607729976569,0.6629972318053514,0.30973713058487246,0.5210385755449299,1.2201280355957793,0.0679297199008011,-0.7094122530074021,-1.1734526290567129,1
-1.582629339316074,0.41746043053378257,-0.03652975392685684,-0.6030973470321492,0.4380613724085377,-0.4789852294633269,-2.9578465841316572,-0.2347444585270403,2.590559382542602,1.0608141887384661,0.36177373104195487,1.2426984319458267,-0.46067712046258125,0.02020709961381878,2.5939807731537177,-0.02188483569119931,0.2346450300639853,0.14107603222714982,1.9176057721734878,-2.5819878515407853,-0.29939086044771246,-1.5550207700132466,1.7005542123891089,-0.7931022912270927,0.8091367165603013,-2.151519032780005,-0.5850980451684918,-0.5984488122716739,-0.8080870877732846,-0.7137625802967041,-0.14980105924061726,1.225701468236917,1.2934036677479204,-0.4877504409685695,-0.8875809956513123,0.5420138826422151,1.1476444045491376,0.7706402707545622,-0.8997007081529727,-2.20108233811045,1.63131139824533,1.5191904288481002,1.0036461202154685,-1.0740863500474043,-1.4646793249505743,-1.0734202664897532,0.6941275668621139,-0.7885976643469355,-2.1703184910533198,-0.6548142135440177,1
0.3089842391534213,-1.3745244621932122,1.8128095971720732,1.5546139695859797,-1.6509004628196808,-0.69990551340761,-0.12413496763968929,-1.443361407729048,0.6902661518262095,-1.9560979150123785,1.3615943561932387,1.5281855812120992,-0.2055402002068482,2.031275465666548,0.9161689934070789,0.5769769172433797,-0.6188610911245993,1.009195024320617,-1.3879112650913672,-1.010727239890237,0.2177296231453325,0.6463449128323842,-0.985720782160713,1.4820806487867986,-0.09697709790404929,0.43640086141708334,1.1767496940503173,-1.4206281842745616,0.6695622390509575,-1.7454445395749476,0.6004868088407319,-0.27662628573096215,0.09958561560033419,0.09828324280141676,0.15715715600394328,-1.4218885146988665,-1.212550654788072,0.1630722305171789,-0.1787811708426409,1.9281340706603074,0.34416043024107146,0.6553577286405554,-2.2368546248798533,2.2957709615680706,0.11768714205891606,2.413174600449662,1.7968633424518308,1.3307928739017663,0.7274018151782854,-0.23736109437762257,1
-1.8010010454544685,-0.8077466497530684,0.4108437868700952,-0.9126903052255064,0.5925639430838707,1.6581588827710103,-0.9885242842523514,0.521346495283998,-0.800819220818883,0.8073544701082954,-1.4987871893525178,-1.399389204600102,-1.73029193668011,-0.6463443743972166,0.11086548691656595,-0.043358305331825275,1.1042437201207302,-1.1800425002429558,0.4763133748677754,0.16595703669085748,0.6778601436144596,0.4057323589601443,0.5679157042612534,-0.10165447740334699,0.9493422843639936,1.8743867461443073,-2.1503315781428607,1.4133286502872002,-1.034727643465083,0.5966213011241935,-0.06252523547472011,-0.9151036985093997,1.5217737613587663,-1.0903103707912711,0.47960449710816555,-0.4605857432270845,-0.9093642378101147,-2.1120611884025253,1.2583049721210318,0.005230413469334949,-1.433887063856232,-1.2027493599208203,-0.11101471294543691,0.4940709831850051,1.1669117177145223,1.5155384675380912,0.4928786470076453,-0.7531442523749213,0.2633845643175567,-0.1087029627929792,0
-0.14605158074486102,-1.28241350408678,0.6957508395604617,0.18022205710226383,-2.2608839154686455,0.18997768321324499,1.9935652805049777,-1.0466870614844843,-0.7596117459797526,-1.4352663597316822,-1.016112058724773,-0.07581157076773548,0.18073819327648966,0.9696557253969261,-0.3043790348130721,1.8012770443767998,-1.0621826946881616,-0.6005001379614024,-2.5140608811320386,0.9537751504878622,0.4948630718973927,0.4313776149655615,0.5942109687958079,1.2895624050159034,-0.09253647159670217,0.06659782326290281,2.3361689552199287,-0.8321301809599062,1.3967725701559859,2.7954372745541627,-0.41906414523854674,1.1123374750611523,-0.3729211399569632,0.07595261229242734,1.393133681712142,0.27052529665375835,-0.6566247744120807,0.017029738321476418,-1.1680797099631752,0.3991444244376058,-0.4181637790775888,1.2141128958800749,-0.653716333494548,0.2570595562045472,2.5254176942037256,0.2836266516855034,-1.9435923342940158,1.509615006196717,-0.3343847417310485,-1.6257519164243692,0
